,N_index,ASC,AVH,AZUL,BSTI,BCO,BRS,CNI,CP,CGI,CEA,ZNH,VLRS,CPA,CMRE,DAC,DAL,DHT,DSX,LPG,ERA,EURN,FDX,GNK,GNRT,GWR,GSL,GOL,PAC,ASR,GSH,KSU,KNX,LTM,NNA,NM,NMM,NAO,NSC,RRTS,SB,SNDR,SALT,STNG,CKH,SMHI,SSW,SFL,LUV,TK,TNP,UNP,UAL,UPS,USDP,ZTO
9-Nov-16,238.0,5199.89,7.24,,,41.75,12.84,63.31,143.67,1090.0,22.92,28.43,17.22,93.17,6.29,2.35,369.75,3.57,2.91,6.27,9.26,7.25,181.17,732.0,3.77,71.54,1.22,11.24,245.0,153.13,10.5,82.48,,9.77,1.39,1.07,1.31,2.6,98.8,8.68,1.36,,3.85,3.85,50.82,,8.94,12.95,42.37,6.5,4.19,93.95,60.13,112.7,12.75,14.32
8-Nov-16,239.0,5186.15,7.29,,,40.3,11.77,63.93,143.74,1057.0,22.86,28.75,19.3,91.56,6.3,2.3,365.0,3.5,2.6,5.93,8.56,7.15,181.31,731.0,3.56,67.12,1.22,12.1,246.25,164.3,10.5,92.55,,9.8,1.33,1.04,1.22,2.6,96.0,8.32,1.28,,3.6,3.69,48.58,,8.67,12.6,41.93,6.29,4.03,90.6,59.31,112.03,12.25,15.44
7-Nov-16,240.0,5174.75,7.19,,,40.0,12.07,63.52,143.5,1057.0,23.01,28.87,19.1,90.46,6.32,2.5,365.0,3.59,2.49,5.9,8.4,7.3,180.02,727.5,3.85,66.5,1.22,12.27,248.88,164.21,10.5,91.5,,9.59,1.25,1.04,1.21,2.7,94.95,8.1,1.24,,3.55,3.8,48.11,,9.3,12.75,41.57,6.32,4.01,90.75,58.53,109.8,12.45,15.43
4-Nov-16,241.0,5163.14,7.05,,,39.4,11.63,61.95,140.42,1057.0,22.33,28.0,18.08,88.91,6.26,2.6,365.0,3.67,2.44,5.82,8.0,7.2,174.8,722.5,3.91,65.19,1.19,10.81,241.98,151.44,10.5,87.97,,9.14,1.29,1.02,1.18,2.85,91.62,7.53,1.25,,3.5,3.76,46.79,,9.73,12.35,40.38,6.22,4.05,88.76,57.23,106.94,11.78,15.2
3-Nov-16,242.0,5261.06,7.0,,,38.9,10.19,62.36,141.0,1092.0,22.51,28.51,17.94,89.34,6.29,2.55,365.0,3.61,2.4,5.84,7.52,7.35,173.65,743.0,3.86,64.98,1.2,11.02,247.5,152.3,10.5,87.98,,9.23,1.22,1.0,1.19,2.9,91.76,7.5,1.26,,3.55,3.85,47.76,,10.22,12.3,39.7,5.98,4.05,88.77,55.94,107.48,11.85,15.99
2-Nov-16,243.0,5355.19,7.1,,,38.6,10.05,62.3,142.21,1092.0,22.25,27.94,18.1,90.61,6.28,2.55,368.5,3.38,2.44,5.82,7.46,7.3,172.38,733.5,3.87,64.55,1.26,11.14,252.0,152.76,10.5,87.48,,9.52,1.23,1.02,1.24,2.95,91.99,7.54,1.25,,3.7,3.79,46.74,,10.55,12.35,39.61,6.1,4.15,88.69,56.14,106.9,12.2,16.0
1-Nov-16,244.0,5321.18,6.85,,,38.95,10.05,62.08,141.09,1139.95,22.35,27.79,18.2,90.03,6.43,2.6,368.5,3.98,2.47,6.18,7.42,7.8,171.53,735.5,4.1,65.63,1.26,11.54,254.11,155.37,10.5,86.09,,9.43,1.28,1.06,1.27,3.25,91.6,7.52,1.31,,3.8,3.99,48.89,,11.56,12.55,39.68,6.37,4.45,87.89,56.0,106.84,12.65,16.0
31-Oct-16,245.0,5257.0,6.37,,,39.55,10.01,62.87,142.96,1118.0,22.61,28.09,19.11,92.23,6.5,2.55,378.75,4.07,2.5,5.63,7.55,7.85,174.32,731.5,4.22,67.94,1.31,12.3,256.25,159.0,10.5,87.76,,9.59,1.27,1.06,1.28,3.3,93.0,7.6,1.27,,3.9,3.83,49.31,,12.37,12.65,40.05,6.53,4.5,88.18,56.23,107.76,13.1,16.93
28-Oct-16,246.0,5270.0,6.32,,,39.64,10.17,63.1,144.11,1118.0,22.75,28.0,18.7,92.56,6.83,2.53,374.5,4.12,2.56,6.03,7.7,7.7,174.25,731.5,4.44,66.07,1.34,12.42,258.0,159.79,10.5,88.76,,9.61,1.3,1.09,1.33,3.4,92.27,7.51,1.33,,3.74,3.97,53.4,,12.51,12.77,39.18,7.13,4.64,88.37,55.11,107.7,13.27,16.99
27-Oct-16,247.0,5264.53,6.29,,,40.64,10.66,63.41,145.03,1145.0,23.22,27.92,19.25,92.35,6.85,2.55,368.5,4.2,2.49,6.29,8.11,7.9,174.4,720.0,4.64,65.98,1.3,12.56,257.0,161.22,10.5,89.2,,9.67,1.36,1.15,1.33,3.4,91.35,7.57,1.29,,3.75,4.17,56.77,,12.68,13.27,39.24,7.76,4.76,88.82,54.42,108.08,13.25,16.57
26-Oct-16,248.0,5263.05,6.28,,,39.24,10.88,63.09,143.73,1140.0,23.28,28.01,19.12,90.11,7.1,2.61,370.0,4.27,2.5,6.08,8.13,7.8,173.59,720.0,4.71,66.31,1.28,12.72,256.5,160.94,10.5,88.79,,9.66,1.35,1.16,1.31,3.45,90.03,7.57,1.28,,3.8,4.23,57.81,,12.68,13.34,38.4,7.69,4.79,89.05,53.98,108.61,13.74,
25-Oct-16,249.0,5278.23,6.36,,,37.39,10.88,65.69,147.1,1124.0,23.22,28.51,19.73,93.13,7.25,2.6,382.75,4.37,2.51,6.1,8.22,8.1,171.93,719.0,4.79,67.41,1.37,12.97,257.45,162.84,10.5,90.48,,9.86,1.4,1.18,1.33,3.5,93.27,7.57,1.35,,3.8,4.29,57.62,,12.79,13.62,41.95,7.63,4.94,89.99,54.63,107.84,13.61,
24-Oct-16,250.0,5345.3,6.35,,,37.07,11.18,65.56,145.54,1124.0,23.74,28.71,19.89,93.6,7.5,2.51,380.0,4.36,2.52,6.28,8.45,8.1,172.08,729.0,4.86,67.57,1.39,13.38,257.45,162.51,10.5,90.12,,9.85,1.4,1.2,1.39,3.55,92.95,7.75,1.38,,3.89,4.3,58.84,,12.74,13.81,42.33,7.79,4.92,89.88,55.04,108.45,13.45,
